customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,age
4053,Griswold,Kelsall,Male,55,19/12/1993,Social Worker,Health,High Net Worth,NO,Yes,11,74127 Blaine Point,3805,VIC,Australia,7,52,1.39453125,28
4054,Odessa,Mc Andrew,Female,97,01/12/1981,Not Stated,Property,Mass Customer,NO,No,8,31756 Meadow Valley Lane,2232,NSW,Australia,10,54,1.38125,40
4055,Lavena,Seekings,Female,87,25/03/1995,Payment Adjustment Coordinator,Retail,Mass Customer,NO,No,16,293 Mayfield Street,3166,VIC,Australia,10,54,1.38125,27
4056,Martelle,Tuppeny,Female,52,03/02/1981,Marketing Assistant,Manufacturing,Mass Customer,NO,No,9,261 Grayhawk Way,2226,NSW,Australia,10,54,1.38125,41
4057,Briant,Ladley,Male,75,17/12/1979,Recruiter,Argiculture,Mass Customer,NO,No,12,2 Schlimgen Terrace,2750,NSW,Australia,8,57,1.375,42
4058,Marylou,Kirkup,Female,51,31/10/1972,VP Product Management,Not Stated,Mass Customer,NO,No,14,76733 Sunbrook Terrace,3196,VIC,Australia,9,57,1.375,49
4059,Whittaker,Not Known,Male,64,29/07/1966,Media Manager III,Not Stated,Mass Customer,NO,Yes,8,683 Florence Way,3156,VIC,Australia,5,57,1.375,55
4060,Normy,Goodinge,Unknown,5,01/01/1977,Associate Professor,IT,Mass Customer,NO,No,4,7232 Fulton Parkway,3810,VIC,Australia,5,57,1.375,44
4061,Lorrie,Antonelli,Male,47,11/02/1983,Cost Accountant,Financial Services,High Net Worth,NO,Yes,17,06936 Bobwhite Circle,2257,NSW,Australia,7,57,1.375,39
4062,Jedediah,Kedie,Male,31,29/12/1971,Developer I,Argiculture,Mass Customer,NO,Yes,9,283 Acker Drive,2763,NSW,Australia,9,62,1.36796875,50
4063,Kaine,Smallcombe,Male,59,06/02/1942,Senior Financial Analyst,Financial Services,High Net Worth,NO,No,11,9 Mosinee Parkway,2072,NSW,Australia,10,62,1.36796875,80
4064,Loise,Iltchev,Female,70,18/03/1967,Electrical Engineer,Manufacturing,High Net Worth,NO,Yes,17,45 Becker Place,4504,QLD,Australia,6,62,1.36796875,55
4065,Cristen,Maroney,Female,22,21/11/1999,Accountant IV,IT,High Net Worth,NO,Yes,7,27 Karstens Crossing,4214,QLD,Australia,7,65,1.3625,22
4066,Dorothy,Barnardo,Female,58,01/02/1983,Human Resources Manager,Retail,High Net Worth,NO,No,12,9630 Cottonwood Avenue,2168,NSW,Australia,8,65,1.3625,39
4067,Rosmunda,Duxbarry,Female,69,20/07/1996,Executive Secretary,Property,Affluent Customer,NO,Yes,5,989 Graedel Terrace,4208,QLD,Australia,11,65,1.3625,25
4068,Rozamond,Riha,Female,54,07/10/1984,Account Representative I,Manufacturing,Affluent Customer,NO,Yes,16,76 Bartelt Center,4078,QLD,Australia,7,68,1.3546875,37
4069,Gunner,Petti,Male,62,08/06/1999,Executive Secretary,Financial Services,High Net Worth,NO,Yes,3,29778 Mendota Drive,4036,QLD,Australia,5,68,1.3546875,22
4070,Vivienne,Crayden,Female,82,18/09/1988,Associate Professor,Not Stated,High Net Worth,NO,Yes,6,69 Algoma Center,4173,QLD,Australia,7,68,1.3546875,33
4071,Sherilyn,Canero,Female,11,03/08/1996,Dental Hygienist,Health,High Net Worth,NO,Yes,13,8288 Lyons Way,2484,NSW,Australia,7,68,1.3546875,25
4072,Bessie,Roscow,Female,78,04/08/1994,GIS Technical Architect,Financial Services,Mass Customer,NO,No,9,4185 Florence Trail,2121,NSW,Australia,10,72,1.35,27
4073,Kevina,Ferandez,Female,73,21/09/1999,Assistant Professor,Financial Services,High Net Worth,NO,No,15,9608 Heffernan Drive,4068,QLD,Australia,9,72,1.35,22
4074,Yancy,Clementet,Male,5,16/02/1968,Mechanical Systems Engineer,Not Stated,High Net Worth,NO,No,15,9 Union Center,2147,NSW,Australia,9,72,1.35,54
4075,Mabelle,Wellbelove,Female,76,21/04/1958,Not Stated,Financial Services,Affluent Customer,NO,Yes,19,800 Emmet Park,2219,NSW,Australia,9,72,1.35,63
4076,Hasheem,Groucock,Male,98,17/09/1974,Budget/Accounting Analyst IV,Manufacturing,High Net Worth,NO,Yes,10,12351 Spenser Pass,2034,NSW,Australia,12,72,1.35,47
4077,Tobias,Woodhams,Male,0,15/04/1961,Research Nurse,Health,Mass Customer,NO,No,17,4 Valley Edge Plaza,2759,NSW,Australia,9,77,1.34140625,60
4078,Glennis,Flintoff,Female,36,22/10/1956,Speech Pathologist,Health,Affluent Customer,NO,Yes,13,1601 Rutledge Lane,3030,VIC,Australia,7,78,1.3375,65
4079,Chanda,Mensler,Female,15,14/01/1972,Computer Systems Analyst IV,Manufacturing,Mass Customer,NO,Yes,13,0 Mockingbird Plaza,2212,NSW,Australia,10,78,1.3375,50
4080,Katheryn,Kinner,Female,15,28/11/1973,Analyst Programmer,Entertainment,High Net Worth,NO,No,6,1665 Kenwood Center,2518,NSW,Australia,6,78,1.3375,48
4081,Sumner,Carrivick,Male,53,09/04/1995,Desktop Support Technician,Manufacturing,Mass Customer,NO,No,15,5 4th Center,2097,NSW,Australia,12,78,1.3375,26
4082,Valerie,Pickover,Female,34,08/09/1965,Editor,Financial Services,Mass Customer,NO,No,9,92214 Spenser Road,2756,NSW,Australia,8,78,1.3375,56
4083,Esther,Rooson,Female,14,22/02/1981,Not Stated,Financial Services,Mass Customer,NO,No,5,5186 Main Trail,2046,NSW,Australia,9,78,1.3375,41
4084,Gardie,Crellim,Male,58,12/09/1975,Biostatistician IV,Manufacturing,High Net Worth,NO,No,8,564 Forest Dale Avenue,3161,VIC,Australia,12,84,1.328125,46
4085,Sean,O'Loughlin,Male,48,22/03/1961,Database Administrator III,Manufacturing,High Net Worth,NO,Yes,16,83 Old Gate Point,2576,NSW,Australia,10,85,1.325,61
4086,Pietra,Buckleigh,Female,9,29/04/1949,Engineer III,Not Stated,High Net Worth,NO,No,13,387 Dixon Alley,2024,NSW,Australia,10,85,1.325,72
4087,Marysa,Rouchy,Female,8,15/02/1999,Assistant Media Planner,Entertainment,Affluent Customer,NO,No,5,411 Twin Pines Way,2026,NSW,Australia,9,85,1.325,23
4088,Kahaleel,Not Known,Male,5,01/11/1942,GIS Technical Architect,Not Stated,High Net Worth,NO,No,13,12 Arapahoe Park,2035,NSW,Australia,12,88,1.31484375,79
4089,Ossie,Midden,Male,49,10/02/1950,Physical Therapy Assistant,Manufacturing,Mass Customer,NO,Yes,14,4915 Debra Center,2479,NSW,Australia,9,89,1.3125,72
4090,Sid,Carlone,Male,24,18/08/1971,Structural Engineer,Health,Affluent Customer,NO,No,16,76 Sunnyside Avenue,4670,QLD,Australia,2,89,1.3125,50
4091,Ludovico,Juster,Male,93,19/04/1992,Environmental Specialist,Not Stated,Affluent Customer,NO,No,15,1 Talisman Avenue,2125,NSW,Australia,10,89,1.3125,29
4092,Patricia,Everix,Female,34,19/02/1978,Director of Sales,Health,Mass Customer,NO,No,19,91164 Washington Terrace,2263,NSW,Australia,7,89,1.3125,44
4093,Andromache,Bonafacino,Female,84,01/09/1977,Not Stated,Retail,Mass Customer,NO,No,11,74 Carpenter Street,2015,NSW,Australia,9,89,1.3125,44
4094,Levy,Abramamov,Male,94,21/09/1952,Teacher,Not Stated,Affluent Customer,NO,Yes,14,6776 Anderson Center,4037,QLD,Australia,8,89,1.3125,69
4095,Nobe,McAughtry,Male,25,14/12/1978,Not Stated,Not Stated,Mass Customer,NO,No,12,1 Orin Hill,4510,QLD,Australia,5,89,1.3125,43
4096,Jehu,Prestedge,Male,91,20/10/1999,Not Stated,Manufacturing,High Net Worth,NO,Yes,8,88 Annamark Avenue,2138,NSW,Australia,12,96,1.3,22
4097,Symon,Mawne,Male,18,08/02/1943,Human Resources Assistant IV,Property,Mass Customer,NO,Yes,15,37439 High Crossing Circle,3350,VIC,Australia,4,96,1.3,79
4098,Karlik,Penchen,Male,60,31/10/1994,Nurse Practicioner,Retail,Mass Customer,NO,No,11,5 Nevada Point,4017,QLD,Australia,6,96,1.3,27
4099,Bengt,Bilson,Male,26,02/11/1972,Structural Engineer,Manufacturing,High Net Worth,NO,No,11,67 Grayhawk Circle,2232,NSW,Australia,10,99,1.296875,49
4100,Evangelin,Boc,Female,30,09/05/2000,Structural Analysis Engineer,Manufacturing,High Net Worth,NO,Yes,14,0 Meadow Ridge Street,3173,VIC,Australia,8,99,1.296875,21
4101,Hanny,Treven,Female,84,22/01/1991,Associate Professor,Retail,Mass Customer,NO,No,3,5 Quincy Street,4118,QLD,Australia,4,99,1.296875,31
4102,Gina,Mallon,Female,56,11/02/1994,Dental Hygienist,Health,Mass Customer,NO,No,12,13025 Johnson Plaza,4670,QLD,Australia,2,102,1.28828125,28
4103,Reynold,Elman,Male,19,18/01/1940,Marketing Manager,Manufacturing,Mass Customer,NO,No,9,966 Sunnyside Center,2390,NSW,Australia,2,102,1.28828125,82
4104,Flossy,Concannon,Female,64,20/10/1980,Staff Accountant IV,Financial Services,Affluent Customer,NO,No,8,802 Mallory Park,3919,VIC,Australia,2,104,1.2875,41
4105,Cristen,Wiltshire,Female,59,20/10/1961,VP Sales,Financial Services,High Net Worth,NO,Yes,15,93 Judy Drive,3047,VIC,Australia,6,104,1.2875,60
4106,Griffith,Escot,Male,50,23/10/1946,Accountant III,IT,Mass Customer,NO,Yes,16,94 Manitowish Court,4116,QLD,Australia,3,104,1.2875,75
4107,Jamie,Jiruca,Female,21,16/06/1963,Recruiting Manager,Argiculture,Mass Customer,NO,No,18,5013 Erie Crossing,2230,NSW,Australia,9,104,1.2875,58
4108,Lyon,Brittan,Male,14,23/04/1972,Sales Representative,Retail,High Net Worth,NO,No,19,540 Sachs Road,3153,VIC,Australia,8,104,1.2875,49
4109,Aridatha,Sephton,Female,95,22/10/1961,Human Resources Assistant II,Not Stated,Mass Customer,NO,No,5,422 Forster Circle,2340,NSW,Australia,1,104,1.2875,60
4110,Michal,Bryan,Female,1,09/11/1969,Not Stated,Manufacturing,Mass Customer,NO,Yes,16,4275 Bluestem Pass,4000,QLD,Australia,8,104,1.2875,52
4111,Franciska,Stigell,Female,95,15/11/1968,Food Chemist,Health,Mass Customer,NO,Yes,7,6 Anderson Junction,3802,VIC,Australia,7,111,1.28125,53
4112,Jordan,Clampe,Male,37,09/12/1939,Staff Scientist,Financial Services,Mass Customer,NO,Yes,11,276 Westend Road,4207,QLD,Australia,5,111,1.28125,82
4113,David,Napoleon,Male,72,05/11/1961,Structural Engineer,Not Stated,High Net Worth,NO,No,14,69 Garrison Point,2223,NSW,Australia,11,111,1.28125,60
4114,Meriel,Tapp,Female,0,13/08/1995,VP Sales,IT,Mass Customer,NO,No,5,65 Milwaukee Hill,3280,VIC,Australia,2,114,1.275,26
4115,Dolley,Starmont,Female,53,08/11/1977,Geologist IV,Manufacturing,Affluent Customer,NO,No,18,4252 Dovetail Pass,4129,QLD,Australia,6,114,1.275,44
4116,Frederik,Milan,Male,45,13/11/1997,Not Stated,Health,Mass Customer,NO,No,5,56 Riverside Street,2546,NSW,Australia,5,114,1.275,24
4117,Rollo,Louedey,Male,64,09/07/1946,Information Systems Manager,Telecommunications,Affluent Customer,NO,Yes,17,7 Cascade Park,2089,NSW,Australia,9,114,1.275,75
4118,Jerrine,Cosbey,Female,21,11/01/1978,Junior Executive,Financial Services,High Net Worth,NO,Yes,6,29307 Russell Avenue,3094,VIC,Australia,9,114,1.275,44
4119,Roddy,Rubinshtein,Male,37,08/10/1987,Nurse Practicioner,Retail,Mass Customer,NO,Yes,4,3 Mcguire Crossing,4510,QLD,Australia,7,114,1.275,34
4120,Viki,Coutts,Female,2,14/12/1952,Automation Specialist II,Property,Mass Customer,NO,Yes,7,6 Golf View Alley,2287,NSW,Australia,4,120,1.2625,69
4121,Ashby,Bispham,Male,71,29/10/1981,Software Consultant,Retail,Affluent Customer,NO,No,4,83716 Russell Lane,2145,NSW,Australia,8,120,1.2625,40
4122,Alexander,Broadbent,Male,57,28/05/1997,Desktop Support Technician,Not Stated,Mass Customer,NO,No,9,265 Stephen Trail,2209,NSW,Australia,10,120,1.2625,24
4123,Teddy,Lagadu,Female,86,20/07/1969,Design Engineer,Not Stated,High Net Worth,NO,No,6,2 Charing Cross Trail,2759,NSW,Australia,8,120,1.2625,52
4124,Peria,Rantoull,Female,3,13/03/1975,Financial Analyst,Financial Services,Mass Customer,NO,No,4,8350 Moulton Terrace,4500,QLD,Australia,4,120,1.2625,47
4125,Ludvig,Andren,Male,44,22/02/1941,Media Manager III,Not Stated,High Net Worth,NO,Yes,15,578 Waywood Circle,4306,QLD,Australia,5,125,1.26171875,81
4126,Elsworth,Abbitt,Male,71,08/02/1956,Not Stated,Health,Mass Customer,NO,Yes,6,9722 Northport Way,3500,VIC,Australia,3,125,1.26171875,66
4127,Rebeca,Aggas,Female,66,27/02/1953,Social Worker,Health,Affluent Customer,NO,No,21,7026 Katie Lane,3818,VIC,Australia,1,127,1.25,69
4128,Ricki,Dobrowski,Male,13,10/03/1975,Civil Engineer,Manufacturing,Mass Customer,NO,Yes,9,8 Eggendart Pass,2835,NSW,Australia,1,127,1.25,47
4129,Georgetta,Lovett,Female,42,02/02/1940,Editor,Retail,Mass Customer,NO,No,12,1 Bluejay Place,4405,QLD,Australia,1,127,1.25,82
4130,Bambi,Cogger,Female,51,12/07/1990,Design Engineer,Retail,Affluent Customer,NO,Yes,5,28970 Monument Lane,2560,NSW,Australia,7,127,1.25,31
4131,Aurie,Rhead,Female,78,28/07/1962,Geological Engineer,Manufacturing,Affluent Customer,NO,Yes,5,235 Mendota Court,2650,NSW,Australia,2,127,1.25,59
4132,Farris,Skettles,Male,38,03/07/1965,Payment Adjustment Coordinator,Not Stated,Mass Customer,NO,Yes,13,49309 Redwing Lane,3240,VIC,Australia,7,132,1.2484375,56
4133,Sharline,Abyss,Female,11,18/03/1960,Not Stated,Not Stated,Mass Customer,NO,Yes,15,367 Bay Point,4011,QLD,Australia,4,133,1.2375,62
4134,Nowell,Preddy,Male,29,23/07/1985,Not Stated,Manufacturing,Mass Customer,NO,No,9,932 Glendale Avenue,2173,NSW,Australia,9,133,1.2375,36
4135,Lacy,Drance,Female,27,05/02/1978,Graphic Designer,Manufacturing,Affluent Customer,NO,Yes,14,492 Waywood Lane,2750,NSW,Australia,8,133,1.2375,44
4136,Padraig,Snel,Male,89,08/11/1970,Staff Accountant II,Not Stated,Mass Customer,NO,No,19,12683 Mifflin Point,2114,NSW,Australia,7,133,1.2375,51
4137,Malorie,Votier,Female,90,29/05/1990,Graphic Designer,Manufacturing,Affluent Customer,NO,No,4,6160 Weeping Birch Hill,4509,QLD,Australia,5,133,1.2375,31
4138,Shepperd,Ricards,Male,28,27/09/1967,Social Worker,Health,Mass Customer,NO,Yes,16,7 Oakridge Lane,2284,NSW,Australia,4,133,1.2375,54
4139,Daryl,Pauncefort,Female,12,18/06/1979,Community Outreach Specialist,Financial Services,Mass Customer,NO,Yes,12,0 Dexter Parkway,2380,NSW,Australia,3,133,1.2375,42
4140,Norina,Blakeway,Female,60,11/02/1980,Programmer Analyst II,Property,Mass Customer,NO,Yes,3,75813 Lawn Lane,3081,VIC,Australia,8,133,1.2375,42
4141,My,Chaston,Male,92,16/07/1966,Desktop Support Technician,Manufacturing,Affluent Customer,NO,Yes,16,74613 Northport Park,3765,VIC,Australia,9,133,1.2375,55
4142,Isak,Bergstram,Male,14,08/03/2001,Pharmacist,Health,Affluent Customer,NO,Yes,15,68 Karstens Pass,2176,NSW,Australia,9,142,1.23515625,21
4143,Grannie,Cracker,Male,28,06/03/1949,VP Marketing,Retail,Mass Customer,NO,Yes,20,87254 Hermina Pass,4217,QLD,Australia,8,142,1.23515625,73
4144,Welby,Lourenco,Male,6,27/12/1975,Senior Cost Accountant,Financial Services,High Net Worth,NO,Yes,17,801 Atwood Alley,2138,NSW,Australia,9,144,1.234375,46
4145,Glenn,Casbourne,Female,4,08/08/1981,Senior Editor,Manufacturing,Mass Customer,NO,No,6,2 Morrow Alley,4207,QLD,Australia,1,144,1.234375,40
4146,Nadiya,Balasini,Female,40,05/11/1950,Sales Associate,Financial Services,Mass Customer,NO,No,15,92934 Mallory Trail,2164,NSW,Australia,9,146,1.225,71
4147,Tyne,Coate,Female,82,15/07/1965,Developer II,Manufacturing,Mass Customer,NO,No,17,90820 Thackeray Street,2218,NSW,Australia,8,146,1.225,56
4148,Christie,Anders,Male,38,02/10/1969,VP Marketing,Retail,Mass Customer,NO,No,16,48 Ludington Plaza,2153,NSW,Australia,10,146,1.225,52
4149,Agnella,Capener,Female,58,21/05/1969,Teacher,Health,High Net Worth,NO,No,19,49185 Derek Circle,3977,VIC,Australia,6,146,1.225,52
4150,Bernardine,Delmonti,Female,39,31/03/1971,Not Stated,Property,Mass Customer,NO,No,17,0721 Meadow Ridge Pass,2540,NSW,Australia,8,146,1.225,50
4151,Daisy,Spowart,Female,60,18/12/1967,Staff Accountant I,Health,Affluent Customer,NO,Yes,4,115 Westridge Road,4570,QLD,Australia,3,146,1.225,54
4152,Denys,Minshall,Female,30,26/12/1961,Environmental Tech,Manufacturing,Affluent Customer,NO,Yes,14,7 Myrtle Lane,2324,NSW,Australia,8,152,1.221875,60
4153,Archibald,Blessed,Male,61,10/02/1969,VP Sales,Financial Services,Mass Customer,NO,Yes,18,7795 Memorial Drive,2016,NSW,Australia,11,153,1.21875,53
4154,Feodor,Englishby,Male,54,14/08/1961,Account Coordinator,Health,Mass Customer,NO,No,11,24695 Boyd Road,3201,VIC,Australia,5,154,1.203125,60
4155,Skippie,Yearsley,Male,6,04/09/1956,Compensation Analyst,Financial Services,Mass Customer,NO,No,9,95306 John Wall Avenue,4350,QLD,Australia,5,155,1.2,65
4156,Bill,Not Known,Female,74,24/04/1963,Human Resources Assistant II,Property,Mass Customer,NO,Yes,19,6704 Pine View Lane,2170,NSW,Australia,9,155,1.2,58
4157,Tessa,Friese,Female,89,24/10/1976,Health Coach II,Financial Services,Mass Customer,NO,No,21,98158 Alpine Point,4212,QLD,Australia,9,157,1.1953125,45
4158,Roseanne,Caruth,Female,16,25/05/1957,Programmer Analyst III,Health,Mass Customer,NO,No,7,33652 Lyons Alley,2763,NSW,Australia,9,158,1.1875,64
4159,Tedra,Goodbanne,Female,4,15/01/1978,Senior Quality Engineer,Not Stated,Mass Customer,NO,Yes,6,8 Debs Road,3934,VIC,Australia,9,158,1.1875,44
4160,Roberto,Harme,Male,27,11/06/1951,Environmental Tech,Not Stated,High Net Worth,NO,No,10,101 Starling Pass,2564,NSW,Australia,9,158,1.1875,70
